claim_approval_rate,claim_frequency,flag_rate,no_rejections,policy_tenure_norm,docs_complete,image_integrity,amount_reasonableness,proc_diag_consistency,network_hospital,timing_score,label
0.8356480835829753,0.6454386129492947,0.032697094713051586,0.9753882569980146,0.6189998384498816,1.0,0.9032771913822062,0.6,0.5,1.0,1.0,3
0.1127092518185457,0.7633754291553525,0.7552513633197722,0.5048318035043393,0.11023941469007771,1.0,0.35665207999164,0.4,0.5,0.5,0.3,0
0.8729381294005591,0.7246926601630315,0.10199042949143235,0.9440299276075294,0.5189275379674912,1.0,0.6646964109804276,0.85,0.5,1.0,0.7,2
0.8874014412276963,0.5224879898999145,0.06600437410304232,0.8343252509345863,0.9165112753337806,1.0,0.9059603348493168,1.0,1.0,0.5,1.0,3
0.8815183891791434,0.24411293101807877,0.021521442664182724,0.9666788852082524,0.8032962046418312,1.0,0.9065101530697562,1.0,1.0,1.0,1.0,3
0.20685998233137579,0.60884821178565,0.3259478293257484,0.5452386738300037,0.4718654736682751,0.3,0.8738439957849263,0.6,0.3,0.5,1.0,1
0.2271152229797667,0.8086135341943791,0.7562833106887623,0.23270233758879638,0.03980174942313213,0.3,0.44884697323890294,0.4,0.5,0.5,0.3,0
0.8462228111485892,0.21934968384173537,0.07626266981545551,0.8533991638989874,0.7290471168305304,1.0,0.8846181284450352,1.0,1.0,0.5,1.0,3
0.5202060840286493,0.5216385295569878,0.31312112911596546,0.8256749497838534,0.7767225960432999,1.0,0.9116909423292308,0.85,0.3,1.0,1.0,2
0.7551651480877384,0.30956669642720663,0.06886535667222568,0.8184799781352758,0.7180342501194203,1.0,0.9501660690274644,0.85,1.0,1.0,1.0,3
0.662977291397049,0.43648640928622756,0.180063834964849,0.4556878434005809,0.4946938782214238,1.0,0.8488224311539698,0.6,1.0,1.0,1.0,2
0.4501167176653419,0.8893462752652415,0.39537009662689254,0.37267959203648166,0.11485204366982013,0.3,0.5710793203444691,0.4,1.0,0.5,0.3,1
0.10651161682299767,0.6778872491180588,0.5249636773102159,0.2146067732397148,0.5213104064707323,0.3,0.716695498033105,0.4,0.3,0.5,0.3,0
0.2915612308833908,0.5577448286233665,0.17444704063681093,0.7363885387747707,0.19774180851996062,1.0,0.7946005980075956,0.4,1.0,0.5,1.0,2
0.6814015965407924,0.22909025404136207,0.08550543781984314,0.9628942844458548,0.5726797227454583,1.0,0.9219290561490459,1.0,0.5,1.0,1.0,3
0.6566764971627419,0.1846091831754846,0.167521269173323,0.9199923975577344,0.25611754054589525,1.0,0.7622758427103135,0.85,1.0,1.0,1.0,2
0.9033683539382795,0.024491293746603224,0.08726104647212539,0.8094525366185698,0.39909411758469704,1.0,0.9671735838141002,0.85,1.0,0.5,1.0,3
0.6549879325893901,0.6570307894656945,0.6649510337786184,0.3433396651658152,0.3816765978431741,0.3,0.7874004866733979,0.85,0.3,0.5,1.0,1
0.16668170889930167,0.6155457282380705,0.8801473408186511,0.09107001042986283,0.15243021905764806,0.3,0.6568365716012947,0.6,0.5,0.5,0.3,0
0.43432349739046333,0.5256658941213329,0.3080815408505032,0.30694453179577597,0.5346671392721118,1.0,0.5294893019303616,0.4,0.3,0.5,0.7,1
0.8294735105157537,0.153346044350169,0.15445457261642748,0.9906714218270226,0.6310859984303947,1.0,0.8772131286479459,0.6,1.0,1.0,1.0,3
0.6528615435485302,0.2951424178951878,0.4989011714660894,0.4762976176661889,0.2744148158683715,0.3,0.7894379421498022,0.6,1.0,1.0,1.0,1
0.8274425578741504,0.3832742510970961,0.08827985918591626,0.8958691201884198,0.6768132510497779,1.0,0.8940053135212388,0.6,1.0,1.0,0.3,2
0.1910039592841287,0.6436124024730154,0.7925032615601857,0.48135588624072045,0.525352243327571,1.0,0.3258193978833018,0.4,1.0,0.5,0.3,0
0.8349342061508341,0.2661513751673235,0.021304864751071646,0.9538789591540936,0.8382500483435484,1.0,0.9415722682539418,0.85,1.0,0.5,1.0,3
0.81516318415997,0.7549185227738001,0.1539227511796494,0.8490398666226342,0.4827013496386561,1.0,0.667021014067134,0.6,0.3,1.0,1.0,2
0.707611991875215,0.17532234550988995,0.06905014749910042,0.8870362300463084,0.5865335970694874,1.0,0.9248064907061512,0.6,1.0,1.0,1.0,3
0.5925678432302858,0.5274827131685825,0.14771008517039264,0.5146831267410129,0.3879709046972787,0.3,0.6194782584932744,0.6,1.0,1.0,0.7,1
0.47990130919134677,0.48581330596809125,0.09271017012760258,0.9627359130702403,0.5288504065354636,1.0,1.0,0.4,1.0,0.5,1.0,3
0.789925757070012,0.2594466347497889,0.036259229872966196,0.8402026144141396,0.6529546482896157,1.0,0.8449697441589383,0.85,1.0,1.0,0.7,3
0.8028308506490294,0.42915935436842184,0.01864524514561691,0.9916834947145448,0.7798814867327318,1.0,1.0,1.0,1.0,1.0,1.0,3
0.9071910047218128,0.27791894231987696,0.37928950538574924,0.8061776001889102,0.4975870587731055,1.0,1.0,0.85,1.0,0.5,0.7,2
0.753845310637023,0.878080794744083,0.05103740626958208,0.7948100638512651,0.8456912385074843,1.0,0.9575379231513004,1.0,1.0,1.0,1.0,3
0.6995482115901075,0.37398324185016313,0.19298291491043967,0.6811102363905652,0.655119049745573,0.3,1.0,0.4,0.5,1.0,0.7,2
0.3897306834110852,0.22981365062121764,0.052898410267226595,0.6558527830246144,0.6781804830434107,1.0,0.6319742619763635,0.85,1.0,0.5,1.0,2
0.5545639846770914,0.18503902693184307,0.20064746618784202,0.7997591315025712,0.34687681700167283,1.0,0.7691357078775614,0.6,1.0,0.5,1.0,2
0.44836473223258005,0.44716695288783415,0.14736795809644945,0.9921581669661598,0.4417040549876111,1.0,0.8188369113216074,0.6,1.0,0.5,1.0,2
0.11847883532323962,0.8059780185338892,0.7311843683384704,0.33778664831172694,0.12726474347792968,0.3,0.4455910523465238,0.6,1.0,0.5,0.3,0
0.6214409678623349,0.3376345752804321,0.08366582829929511,0.6441590782554637,0.7918504198470003,1.0,0.7233812717236396,0.85,0.3,0.5,0.3,2
0.9232849228606343,0.3246750297916587,0.0031948931202474165,0.991171271753046,0.9325355908685637,1.0,0.9551180347148721,0.85,1.0,1.0,1.0,3
0.6663410761804087,0.4289151666967696,0.048474169412893967,0.8796100597761646,0.18408597626849738,1.0,0.7326903282609455,0.85,1.0,1.0,1.0,2
0.27642919473769517,0.8432292988515573,0.40767705096562834,0.20744540679130422,0.11581497886718659,1.0,0.5292134077242009,0.4,0.5,0.5,0.7,0
0.29273343733427,0.7700782492230904,0.653035950682187,0.5416473009929191,0.2640374702620002,1.0,0.6041854090873627,1.0,1.0,0.5,0.3,1
0.3331167844732674,0.9093279856469014,0.7066230119439981,0.3651170177254653,0.276553091662269,0.3,0.6796382072169065,0.4,0.3,0.5,0.7,0
0.7782107360330662,0.18554172047396025,0.1603493797280813,0.8391123939419527,0.8145224906123434,1.0,0.8817367303237209,0.6,1.0,1.0,1.0,3
0.7963174002086277,0.6626323203831552,0.08913739171442328,0.715007643063855,0.4458897769866183,1.0,0.8358609960479116,0.85,0.5,0.5,1.0,2
0.9285125245366724,0.19975045980951017,0.007324916860864439,0.7942284696191395,0.7868504085230811,1.0,0.9593705303958094,1.0,1.0,1.0,1.0,3
0.434115961292326,0.26408425401985347,0.05783734738185271,0.8999324828665809,0.886124582135724,1.0,0.8560055730048819,0.85,0.5,1.0,1.0,3
0.8876095899630392,0.5234228655113133,0.02994881976541114,0.8725889468616583,0.48440425187009345,1.0,0.9226959963906533,0.6,1.0,1.0,1.0,3
0.2029935775502078,0.32546180435326355,0.7426800242242453,0.1901884264141627,0.07622443590251117,1.0,0.5593472952142339,0.4,0.3,0.5,0.3,1
0.3538229910689551,0.6367282452912074,0.3644085993110882,0.5442173275552008,0.49809697553877186,1.0,1.0,0.6,1.0,0.5,1.0,1
0.5527868492147486,0.7148370353573883,0.01848503208358377,0.6431458930637454,0.5879569280233065,1.0,0.7423813294322028,0.6,1.0,0.5,0.7,2
0.656613528453212,0.527757183399573,0.06056092284121398,0.8999537919988166,0.814019101784718,1.0,0.9103121397498293,1.0,1.0,1.0,1.0,3
0.4684218539506056,0.23048486672277482,0.025829394730110054,0.9025836376235479,0.7686061547603157,1.0,0.7895107903984064,0.85,0.5,1.0,1.0,2
0.9624883325303901,0.33731964029657885,0.24584944356165014,0.9043702752363615,0.6176015087293815,1.0,0.5989611810551567,0.6,1.0,1.0,0.7,2
0.567657592311636,0.43452606400495064,0.2963610982956421,0.47866353511997084,0.4948807987990121,1.0,0.8404446726476963,0.6,1.0,0.5,1.0,2
0.32283577441912564,0.6248808385725649,0.26807861527911886,0.20382595292216887,0.30634766114478656,1.0,0.8312680768249803,1.0,0.5,1.0,0.7,1
0.16268778816472906,0.5034766251744915,0.6665111530697196,0.2146491595152867,0.1323178994141327,1.0,0.7652034441253389,0.6,0.5,0.5,0.3,1
0.9184595397173766,0.11840377888085542,0.016822826810640193,0.7842605902677232,0.46794898429729515,1.0,0.7855955806440867,0.85,1.0,0.5,1.0,2
0.7440389038025904,0.13341403163747623,0.02717656049306975,0.883658370091449,0.5562576514465563,1.0,0.9596236745077968,0.85,0.5,0.5,1.0,3
0.7115461953253199,0.38082400515319653,0.27628440252385045,0.6608372481363632,0.5612075474187378,1.0,0.6195875693284032,0.4,1.0,0.5,0.7,2
0.5759724073509633,0.4392475878733596,0.21341295226888674,0.8195333913767013,0.4560538593458131,1.0,0.818179479931674,0.85,1.0,1.0,1.0,2
0.6661985012410286,0.14327848910064853,0.022795262423946666,0.9390836155719827,0.5931590294867612,1.0,0.8484768989775738,0.4,1.0,1.0,1.0,3
0.6618311555943214,0.2332948853871719,0.07682810765278954,0.9497185694892546,0.5672016681232401,1.0,0.8657360605582186,1.0,1.0,0.5,1.0,3
0.8485602212548768,0.26986260184299615,0.20363333861557384,0.8232539083611499,0.474066961264324,1.0,1.0,0.4,0.5,1.0,0.3,2
0.30322949818189743,0.4682361086495478,0.9169047881513416,0.019848902392805196,0.39883690497405133,0.3,0.7117862488946612,0.4,0.3,0.5,0.7,0
0.8506882496904824,0.3815248770647652,0.031326469644809916,0.9611994456577032,0.547658629139406,1.0,0.9258378307999691,1.0,1.0,1.0,1.0,3
0.715311426615312,0.21412459592001612,0.05718009304029925,0.600362818522328,0.6713186744957212,0.3,0.7672704933446867,0.4,1.0,0.5,1.0,2
0.8220307820667503,0.29706583662119174,0.014943917872925087,0.7564446685864085,0.8445303746012968,1.0,0.9341942815762107,1.0,1.0,0.5,1.0,3
0.10081079784713463,0.5856955335312605,0.5248707061818221,0.10238243954271944,0.4858702224469855,0.3,0.533950570732732,0.4,0.3,0.5,0.3,0
0.2651003704642912,0.37069422446887246,0.6132289905167642,0.15529551826880322,0.4551966175216911,1.0,0.5668884175559756,0.4,0.3,1.0,0.3,0
0.8635544113825758,0.24482651296593907,0.02054529686947991,0.9820739107949427,0.935990534312954,1.0,0.9143651444055588,0.4,1.0,1.0,1.0,3
0.5872017393010776,0.6828695965722508,0.13318851913337085,0.7512806248841417,0.6545227777756527,0.3,0.8866827690261924,0.85,0.3,1.0,1.0,2
0.6718652823154586,0.3031401678357853,0.12191942871005844,0.6302542996812874,0.22700441887770573,1.0,0.906041210746843,0.85,1.0,0.5,1.0,2
0.8764394470618351,0.41118094857353954,0.06035579541805248,0.7389388536637438,0.39440101396737,1.0,0.878484497742844,0.4,1.0,1.0,1.0,2
0.9040295310089196,0.7215739092829309,0.08041974791532559,0.7097669816634598,0.308183930786943,1.0,0.6972669532819706,0.85,0.3,0.5,1.0,2
0.20463078950366428,0.5880748890754851,0.5512704929873364,0.40790891585078287,0.22264352633763773,0.3,0.609597183201834,0.4,1.0,0.5,0.7,1
0.29115837344246914,0.6661679665025371,0.4205545704274494,0.5979035455295082,0.3157174878833326,1.0,0.6334806078856557,0.6,0.3,0.5,0.7,1
0.7284822409796659,0.3163385079680943,0.09077343611521625,0.9888242087719703,0.7369823830525999,1.0,0.7911580647805918,0.85,1.0,0.5,0.7,3
0.259299020245946,0.7193698721442835,0.5342205117971449,0.541906998108478,0.24948270123551472,0.3,0.7334006669162402,0.6,0.3,0.5,0.3,1
0.09085476598041689,0.45327953612421706,0.6400343919495478,0.2996849095028999,0.10276106810432753,0.3,0.6595210023854271,0.4,0.3,0.5,0.7,0
0.18237172336644283,0.29090592384801034,0.9383740903273182,0.2040936061557032,0.18036153939243016,0.3,0.6695940506431862,0.4,0.5,0.5,0.3,0
0.615146481500473,0.0866091355963554,0.045248826736559285,0.9842041024590249,0.5761173020809843,1.0,0.884470456557558,1.0,1.0,1.0,1.0,3
0.8863722830280845,0.16520880223170872,0.046932790926103335,0.8454903615623225,0.6460310788080569,1.0,0.8659113363901435,0.4,0.3,1.0,1.0,3
0.5526771521975183,0.15009802447781054,0.1840622723911882,0.6377817621899037,0.6548055173145667,1.0,0.750770435722115,0.85,1.0,0.5,1.0,2
0.42736360316791167,0.8170305233735794,0.3472589577789964,0.27507084767354956,0.5355371805266615,0.3,0.7656288965460752,0.4,0.5,0.5,1.0,1
0.4598392684220738,0.7337036666177228,0.09953345059934163,0.6252212627387458,0.5400857842301849,1.0,0.8304641865234041,0.4,0.3,1.0,1.0,2
0.39191881952824914,0.7576929035560709,0.28233340528403106,0.787410406078366,0.11207682475172975,0.3,0.4724259603380967,0.6,0.3,1.0,1.0,1
0.9128122000535527,0.2993760259041146,0.10617276141738137,0.837674895096478,0.7834511244371616,1.0,0.9345095279937357,0.85,1.0,0.5,1.0,3
0.4424729924240597,0.11364014037122559,0.39338903151878074,0.20225321890541448,0.4738607767855137,0.3,0.8758347967227198,1.0,0.3,1.0,0.7,1
0.5916179680267837,0.6273327383342319,0.603715144077477,0.3721632758537944,0.05496362373135615,1.0,0.4629876587523694,0.4,0.3,0.5,0.3,0
0.3447074936511876,0.3127006067921803,0.020860233651175144,0.7611983384865086,0.44616223392729826,1.0,0.9052627119802564,1.0,0.5,0.5,1.0,2
0.27843513213842347,0.7743197663230094,0.5135522778363744,0.6639834832992995,0.10968633490564383,1.0,0.6961473717843104,0.4,0.3,0.5,0.3,1
0.8738553692836203,0.12267104668073138,0.09005593917878796,0.9319476267923313,0.4899389344210369,1.0,0.9608793123891367,1.0,1.0,1.0,1.0,3
0.3200741149887795,0.7972139832879944,0.3955752271895818,0.4420434491949789,0.28661264919336427,1.0,0.6392230764629466,0.6,0.3,1.0,1.0,1
0.2657559390451726,0.8640582371307706,0.5856017540825558,0.23074538621920024,0.348997912863411,0.3,0.46839936317177033,1.0,0.5,0.5,0.3,0
0.31631331981947824,0.4845844221883607,0.7483443493337956,0.2515562094998039,0.022183687334246947,0.3,0.7378387480634055,0.4,0.3,1.0,1.0,0
0.8246872232796539,0.21691124970563272,0.0028909321688831693,0.7759025316263546,0.8700469724037759,1.0,0.8565555646161999,1.0,1.0,1.0,1.0,3
0.03658141577525228,0.8240952167043031,0.7236782754376205,0.5860832716414383,0.1693449819566026,0.3,0.3958923171655381,0.4,0.3,0.5,0.7,0
0.7249535851612781,0.4459219726125312,0.010299822962046722,0.9081465716551587,0.8824959995262295,1.0,0.8778946742085416,1.0,0.5,1.0,1.0,3
0.6612586521281181,0.544101038090357,0.06019348616569815,0.8697205995224392,0.9966632153209752,1.0,0.8989025756149065,1.0,1.0,1.0,1.0,3
0.5277325251148346,0.75339504423247,0.7099397814476379,0.2029099911685297,0.20853333448610353,0.3,0.6339221057196754,0.85,0.5,1.0,0.3,1
0.6319794648537301,0.2746151940675402,0.03162140424215894,0.9697085566333654,0.5705562820688863,1.0,0.8944892348319349,0.6,1.0,1.0,0.7,3
0.38237814584791957,0.5412908455504624,0.09970318080233637,0.5242112769749773,0.7126052283427388,0.3,0.89634425768541,0.4,1.0,0.5,1.0,2
0.7629469492991968,0.23414614504846992,0.008907519976961637,0.6965502965522234,0.6884198511114114,1.0,0.9432353724480257,0.6,1.0,1.0,1.0,3
0.28351150831834376,0.5574720848480116,0.11046668972258797,0.2862749132545683,0.19372430799889884,0.3,0.5965596271428238,1.0,0.3,0.5,0.3,1
0.9791417731496219,0.2071309439975415,0.09551530365729291,0.9873190549432913,0.5541887553015272,1.0,0.9551082023721145,0.85,1.0,1.0,1.0,3
0.5549079338701389,0.2828933810858884,0.2608826251200608,0.8036906500139149,0.4061519748846695,1.0,0.7553319271975413,0.85,0.3,1.0,1.0,2
0.6113894984558798,0.4552380784284411,0.5547894022494043,0.6385931278850066,0.3809089254563913,0.3,0.8629307673927237,0.85,0.3,0.5,0.7,1
0.8231439530466294,0.2597218225809382,0.009794942148676617,0.8569493798905143,0.41537033870985,1.0,0.7090535973278107,0.6,1.0,0.5,1.0,2
0.6924197592985133,0.3565909694306891,0.07720696097506918,0.9317276866228393,0.7408411257576111,1.0,0.9229793892954365,1.0,1.0,1.0,1.0,3
0.3144854585615923,0.15842568069029256,0.08692277870928344,0.5613970139016169,0.5818222180120732,1.0,0.8792899649113117,0.85,1.0,0.5,1.0,2
0.4876854330732402,0.2582907072883514,0.08102960311929576,0.8712299470928011,0.6623266480954219,1.0,0.7578371910924938,0.6,1.0,1.0,1.0,2
0.9155368444984845,0.20277633019381347,0.14194428120660874,0.9897285906873097,0.6750357931840683,1.0,0.8850669396173925,1.0,1.0,1.0,1.0,3
0.29079907645590286,0.5665799235325787,0.6242242466264556,0.17733570634098786,0.1275846188823939,1.0,0.3186028619102772,0.4,0.3,0.5,0.7,0
0.4038958545429303,0.6457504596768249,0.05849330733235775,0.655782987445651,0.3124227077623497,0.3,0.845379692768447,0.85,0.5,1.0,1.0,2
0.11757868819249592,0.8179798863863448,0.7427437835885458,0.40480118632072004,0.12730190192885996,0.3,0.2073611680808921,0.4,0.3,0.5,0.3,0
0.16234857482747786,0.8229028658121526,0.49248447807206724,0.4459083821624024,0.17813586203920226,1.0,0.6013252904543999,0.4,0.3,0.5,0.3,0
0.062170155891244056,0.4288502700261173,0.5781120990474807,0.1636842121877275,0.23117750101215326,0.3,0.76776208712611,0.6,0.3,0.5,0.3,0
0.8403447038294785,0.17283103206866254,0.22979454834594681,0.6547850326915677,0.8983437310982308,1.0,0.9240317685803853,1.0,1.0,1.0,0.7,3
0.8479199407124759,0.08219728225931687,0.02626215363272609,0.9843002520494365,0.674819818824339,1.0,0.9553434980822632,1.0,1.0,1.0,1.0,3
0.23135710376905572,0.5694903420223504,0.10161510150461116,0.6691486018972489,0.5476769798006065,1.0,0.812014797345295,1.0,0.3,1.0,1.0,2
0.26573542704702335,0.793494818299595,0.4517346012530204,0.19610018857490547,0.13528427720939418,1.0,0.5704999190062843,0.85,0.3,0.5,0.3,0
0.8509055766639233,0.22095169866574166,0.014859574333909656,0.7177768574296504,0.5414609331354553,1.0,1.0,1.0,0.3,1.0,1.0,3
0.5796657935448549,0.4259526384642245,0.23438175979492762,0.8598651871358388,0.6964358917493432,1.0,0.9052740307637501,0.4,1.0,1.0,1.0,2
0.8267570081919865,0.10897981463455791,0.03960831060160337,0.9506502961243886,0.934411149218021,1.0,0.8772093453665694,1.0,1.0,1.0,1.0,3
0.6101091371612634,0.8008762707893302,0.03867846638395194,0.9012094669356204,0.7215677148801133,1.0,0.8482503958787413,1.0,0.5,0.5,0.3,2
0.9937404424097102,0.3529824964399742,0.027546080882674462,0.9896718378397724,0.8292179878847749,1.0,0.9077989994309176,1.0,1.0,0.5,1.0,3
0.6935457941104554,0.4323186851115098,0.002376521763983699,0.9474036931909874,0.7392440091019081,1.0,0.9094251866179152,1.0,1.0,1.0,1.0,3
0.17601995384843222,0.4664623157233933,0.12325966159544666,0.8123055377826912,0.45190082832600886,1.0,0.8088880988875858,0.6,0.5,0.5,0.7,2
0.5479137989204063,0.7341695879916441,0.622272077995003,0.39742966698801296,0.4227833116819385,0.3,0.69745730942938,0.6,0.3,0.5,1.0,1
0.9513339146734373,0.7167728002062498,0.017257064957026315,0.7898609099666377,0.44170722084313485,1.0,0.9006323989391523,0.85,0.3,0.5,0.7,2
0.8361653301619884,0.40533846819507263,0.021225341265822536,0.8149578234823415,0.44512360321555194,1.0,0.9471167201503027,1.0,1.0,1.0,1.0,3
0.5964374497460933,0.1871633702111232,0.09095799998498398,0.9509992335118443,0.33917308012035247,1.0,0.7753894633870381,0.85,1.0,1.0,0.7,2
0.30463397355153365,0.7433892828723365,0.25363849868976057,0.5668330255450664,0.15633032889316742,0.3,0.6226778065607388,0.6,0.5,1.0,0.3,1
0.6734677504588251,0.12955675254715832,0.1922806739259012,0.5809390840806957,0.8737389598277764,1.0,0.9312319373371782,0.85,0.5,0.5,0.7,2
0.44670247817208675,0.5545785970711061,0.5797466205276808,0.9291158499386554,0.6035268040903962,1.0,0.7149691147143574,0.4,0.5,0.5,1.0,2
0.5367434375393372,0.25561683498765764,0.17290995916592022,0.5832392546464962,0.13278247734995147,1.0,0.8363998953562881,0.6,1.0,1.0,1.0,2
0.7868043902580857,0.29883736310695913,0.013240136020673459,0.9447992346295722,0.6867127768097927,1.0,0.8640942336286149,1.0,1.0,1.0,1.0,3
0.9481780598298065,0.10048361004378276,0.07126311976878756,0.8034046221880934,0.8477630569060024,1.0,0.9234100980611443,0.6,1.0,0.5,0.3,3
0.10229831462741437,0.8281493450626417,0.5754556177017484,0.21488849400491306,0.07978604675351679,0.3,0.4801069165755019,0.4,0.3,0.5,0.3,0
0.7370982640131237,0.4805218149851941,0.0726537057222042,0.932644164772631,0.9200079432352146,1.0,0.9457791811638785,0.85,0.5,1.0,0.3,3
0.6517433382564932,0.18710300649047462,0.0011368412765879663,0.8143130585680941,0.3224622173913131,1.0,0.9009960285698818,0.85,1.0,0.5,1.0,3
0.1525955317203804,0.5460919996190307,0.19641793223884765,0.5398542355359831,0.24466885713753822,0.3,0.6405958649734067,0.6,0.3,0.5,0.7,1
0.5688651500154919,0.2711316547110536,0.03271958234577513,0.9448058193626538,0.9071723829217114,1.0,0.922314862963867,0.6,1.0,1.0,1.0,3
0.313300636792077,0.2838454101384568,0.2186375190464073,0.7543168571337998,0.16495293067180222,1.0,0.8103769720518613,0.85,1.0,1.0,0.3,1
0.379656588494663,0.2966990081950714,0.32772640353848626,0.4675126120983395,0.4270771387132607,1.0,0.9613369600540583,0.85,1.0,1.0,1.0,2
0.5957131445988079,0.4419690808329852,0.006575133530327175,0.9082419010095966,0.5319220590730565,1.0,0.9144235085619555,0.6,1.0,1.0,1.0,3
0.8461938147226101,0.258739281393626,0.01191968043839182,0.9185936901120042,0.8850650390409794,1.0,0.9789890092066192,0.4,1.0,1.0,1.0,3
0.8312085802340443,0.29127127366695327,0.02159442397396868,0.9783581626638576,0.546045105070375,1.0,0.9323486545591952,1.0,1.0,1.0,1.0,3
0.6484498304267298,0.4514018812380698,0.2171660244808013,0.705965558186758,0.525816012343458,0.3,0.7404938274295787,1.0,0.5,1.0,0.3,2
0.8706697057706431,0.06210483016143017,0.0552046177429035,0.9925547517608949,0.8164232545226532,1.0,0.8799698545503378,1.0,1.0,1.0,1.0,3
0.13100864978158397,0.6367529603604956,0.7807466113838133,0.3818869705342224,0.18779434470385623,0.3,0.5894404996619853,0.85,0.3,0.5,0.3,0
0.13764780739943347,0.7236313151773591,0.17498821493300465,0.4730481957588809,0.19199448779643785,0.3,0.8228010559004226,0.4,0.5,1.0,0.3,1
0.8847018862018167,0.7034028753709434,0.0648859595202787,0.42045292154319924,0.41617863282834966,1.0,0.971441485686008,0.85,1.0,0.5,1.0,2
0.8062879414146769,0.4085440107039046,0.0075223251321154165,0.8720259841409174,0.9624663213261928,1.0,0.8992846029472025,0.85,1.0,1.0,1.0,3
0.6928121540722794,0.18422247446113596,0.01615190580146862,0.9811550602505404,0.6607791648920527,1.0,0.905368465119364,1.0,0.5,0.5,1.0,3
0.8390683397109511,0.11673216740457242,0.03214468097602531,0.9647586383014517,0.5148987884892875,1.0,0.8944750742446497,1.0,1.0,1.0,1.0,3
0.1522975241853425,0.5596376958961025,0.8144464189844351,0.16883623133336098,0.20177652548550853,1.0,0.6535543642917332,1.0,0.3,1.0,0.7,0
0.7191827756441612,0.28759262441126526,0.04329049040604081,0.9178582206108902,0.5254634106350112,1.0,0.9785530761330926,0.85,1.0,1.0,1.0,3
0.7819761063440357,0.10334869834378961,0.07934814670948703,0.9836398049145505,0.3872870387152192,1.0,0.9465521399753741,0.85,1.0,0.5,1.0,3
0.8719182816472413,0.6862495296705162,0.12166504668326471,0.8350661964140681,0.6023657911053568,1.0,0.8836408524211874,0.85,1.0,0.5,1.0,2
0.5687194319730727,0.30876928219985544,0.018275204258387502,0.8549111623562874,0.6669546487438575,1.0,0.9639485870023297,0.85,1.0,1.0,1.0,3
0.9482503121204547,0.21917151408304553,0.04519289987685733,0.7639814483621296,0.6801857330658199,1.0,0.8693394324113801,0.85,1.0,1.0,0.7,3
0.3825554329663849,0.6879102241877599,0.4574554557980432,0.06072955831910385,0.14199941560009213,0.3,0.665122819459537,0.4,0.5,0.5,0.3,0
0.41877927191110437,0.5230663490560351,0.05124546830090029,0.4932040327171138,0.7225402433136311,1.0,0.9194068824978999,0.6,1.0,1.0,0.7,2
0.8510016666775069,0.7901250371166588,0.08487195954563735,0.7865064135900751,0.679953465142229,1.0,0.708566595932792,0.6,0.5,1.0,0.3,2
0.8919558115585976,0.3543996264031332,0.09329373621112877,0.8865555285938744,0.674997031878339,1.0,0.8569448483201018,1.0,1.0,0.5,1.0,3
0.09602389115223836,0.7226995267765876,0.5205924836684378,0.11666608670627202,0.3217161650875535,0.3,0.577120663085587,0.4,1.0,0.5,0.3,0
0.17630722613774766,0.722616219074461,0.14208009181431938,0.29725562301280745,0.10921241121401097,1.0,0.7980498774848722,0.6,1.0,1.0,0.7,1
0.24730160857744898,0.1950031718549662,0.3788148349776089,0.6380786013340044,0.21382968908186217,1.0,0.8304308957465696,0.4,1.0,0.5,1.0,1
0.2662972768501063,0.6365801181409195,0.6657572609938045,0.2040499997972467,0.13461899884046769,1.0,0.5078661266215582,0.4,0.3,0.5,0.7,0
0.9164831128099477,0.31390274881158686,0.06362837920162867,0.8992534343393397,0.5984080834372737,1.0,0.988089812749661,1.0,0.5,1.0,1.0,3
0.5601229557959259,0.16504232451839357,0.07966021254709287,0.9241032672507898,0.6820886654226123,1.0,0.9957643653260643,1.0,1.0,0.5,1.0,3
0.7403283210058944,0.399996958632553,0.00150525382030267,0.9859360055836528,0.8231994129634882,1.0,0.89011989345956,1.0,0.5,1.0,1.0,3
0.9786586510854135,0.1708453566936821,0.0016963878061119185,0.8938092778143356,0.6039526722460486,1.0,0.9559281188572163,0.4,1.0,1.0,1.0,3
0.847827433451587,0.4282311485426366,0.01742355417634921,0.7725254400678283,0.8393685979756418,1.0,0.9220762522974781,0.6,1.0,1.0,1.0,3
0.27005304718089596,0.8268532495948343,0.34716308906603854,0.2709041612660239,0.38909230522433663,0.3,0.5247103251050449,0.4,1.0,0.5,0.7,1
0.7234618136492311,0.4918432571152301,0.05333845990558397,0.9770622006168066,0.8245481378192765,1.0,0.8981919960286139,0.85,0.5,1.0,1.0,3
0.06078185251784038,0.8044040291697172,0.1607987546540157,0.23351590927648974,0.18868177298179076,0.3,0.7830673737089681,0.6,0.5,0.5,0.3,1
0.33049195997912434,0.5625787304131119,0.6212286775571649,0.5756685623679976,0.0798049010910188,1.0,0.5178365064954121,0.85,0.5,1.0,0.3,1
0.7262898938396777,0.4699995446654556,0.14457667210714392,0.6713436933787408,0.635459746211827,1.0,0.9199056442493994,0.85,1.0,1.0,1.0,2
0.879991461166444,0.535295190911178,0.0028374439830022736,0.9815649526904034,0.5566683773586585,0.3,1.0,0.85,1.0,1.0,1.0,3
0.6540538706083697,0.6385269824470899,0.519844522513204,0.491127744675646,0.24459817457070177,1.0,0.7263532806249857,0.6,0.3,0.5,1.0,1
